Area,Year,Population,Data quality rating,Data quality,Type of primary data,Data footnote,Modifications,Modification footnote,Source of gapminder
Turkey,1932,"15,414,000",,NA,NA,,NA,,Maddison on-line
Turkey,1933,"15,658,000",,NA,NA,,NA,,Maddison on-line
Turkey,1934,"15,906,000",,NA,NA,,NA,,Maddison on-line
Turkey,1935,"16,158,000",,NA,NA,,NA,,Maddison on-line
Turkey,1936,"16,434,000",,NA,NA,,NA,,Maddison on-line
Turkey,1937,"16,725,000",,NA,NA,,NA,,Maddison on-line
Turkey,1938,"17,016,000",,NA,NA,,NA,,Maddison on-line
Turkey,1939,"17,517,000",,NA,NA,,NA,,Maddison on-line
Turkey,1940,"17,821,000",,NA,NA,,NA,,Maddison on-line
Turkey,1941,"18,011,000",,NA,NA,,NA,,Maddison on-line
Turkey,1942,"18,203,000",,NA,NA,,NA,,Maddison on-line
Turkey,1943,"18,396,000",,NA,NA,,NA,,Maddison on-line
Turkey,1944,"18,592,000",,NA,NA,,NA,,Maddison on-line
Turkey,1945,"18,790,000",,NA,NA,,NA,,Maddison on-line
Turkey,1946,"19,235,000",,NA,NA,,NA,,Maddison on-line
Turkey,1947,"19,690,000",,NA,NA,,NA,,Maddison on-line
Turkey,1948,"20,156,000",,NA,NA,,NA,,Maddison on-line
Turkey,1949,"20,634,000",,NA,NA,,NA,,Maddison on-line
Turkey,1950,"21,121,639",,NA,NA,,NA,,Maddison on-line
Turkey,1951,"21,669,334",,NA,NA,,NA,,Maddison on-line
Turkey,1952,"22,235,677",,NA,NA,,NA,,Maddison on-line
Turkey,1953,"22,830,516",,NA,NA,,NA,,Maddison on-line
Turkey,1954,"23,463,817",,NA,NA,,NA,,Maddison on-line
Turkey,1955,"24,144,571",,NA,NA,,NA,,Maddison on-line
Turkey,1956,"24,877,395",,NA,NA,,NA,,Maddison on-line
Turkey,1957,"25,670,939",,NA,NA,,NA,,Maddison on-line
Turkey,1958,"26,505,694",,NA,NA,,NA,,Maddison on-line
Turkey,1959,"27,355,811",,NA,NA,,NA,,Maddison on-line
Turkey,1960,"28,217,122",,NA,NA,,NA,,Maddison on-line
Turkey,1961,"29,029,976",,NA,NA,,NA,,Maddison on-line
Turkey,1962,"29,788,695",,NA,NA,,NA,,Maddison on-line
Turkey,1963,"30,509,221",,NA,NA,,NA,,Maddison on-line
Turkey,1964,"31,227,361",,NA,NA,,NA,,Maddison on-line
Turkey,1965,"31,950,718",,NA,NA,,NA,,Maddison on-line
Turkey,1966,"32,677,758",,NA,NA,,NA,,Maddison on-line
Turkey,1967,"33,411,317",,NA,NA,,NA,,Maddison on-line
Turkey,1968,"34,164,759",,NA,NA,,NA,,Maddison on-line
Turkey,1969,"34,952,315",,NA,NA,,NA,,Maddison on-line
Turkey,1970,"35,758,382",,NA,NA,,NA,,Maddison on-line
Turkey,1971,"36,579,964",,NA,NA,,NA,,Maddison on-line
Turkey,1972,"37,492,953",,NA,NA,,NA,,Maddison on-line
Turkey,1973,"38,503,442",,NA,NA,,NA,,Maddison on-line
Turkey,1974,"39,512,945",,NA,NA,,NA,,Maddison on-line
Turkey,1975,"40,529,798",,NA,NA,,NA,,Maddison on-line
Turkey,1976,"41,485,146",,NA,NA,,NA,,Maddison on-line
Turkey,1977,"42,404,033",,NA,NA,,NA,,Maddison on-line
Turkey,1978,"43,316,697",,NA,NA,,NA,,Maddison on-line
Turkey,1979,"44,222,576",,NA,NA,,NA,,Maddison on-line
Turkey,1980,"45,120,802",,NA,NA,,NA,,Maddison on-line
Turkey,1981,"46,222,187",,NA,NA,,NA,,Maddison on-line
Turkey,1982,"47,328,791",,NA,NA,,NA,,Maddison on-line
Turkey,1983,"48,440,170",,NA,NA,,NA,,Maddison on-line
Turkey,1984,"49,554,400",,NA,NA,,NA,,Maddison on-line
Turkey,1985,"50,669,003",,NA,NA,,NA,,Maddison on-line
Turkey,1986,"51,780,211",,NA,NA,,NA,,Maddison on-line
Turkey,1987,"52,881,328",,NA,NA,,NA,,Maddison on-line
Turkey,1988,"53,966,237",,NA,NA,,NA,,Maddison on-line
Turkey,1989,"55,031,033",,NA,NA,,NA,,Maddison on-line
Turkey,1990,"56,084,632",,NA,NA,,NA,,Maddison on-line
Turkey,1991,"57,135,435",,NA,NA,,NA,,Maddison on-line
Turkey,1992,"58,179,144",,NA,NA,,NA,,Maddison on-line
Turkey,1993,"59,212,510",,NA,NA,,NA,,Maddison on-line
Turkey,1994,"60,220,670",,NA,NA,,NA,,Maddison on-line
Turkey,1995,"61,188,984",,NA,NA,,NA,,Maddison on-line
Turkey,1996,"62,127,894",,NA,NA,,NA,,Maddison on-line
Turkey,1997,"63,047,647",,NA,NA,,NA,,Maddison on-line
Turkey,1998,"63,945,635",,NA,NA,,NA,,Maddison on-line
Turkey,1999,"64,819,580",,NA,NA,,NA,,Maddison on-line
Turkey,2000,"65,666,677",,NA,NA,,NA,,Maddison on-line
Turkey,2001,"66,493,970",,NA,NA,,NA,,Maddison on-line
Turkey,2002,"67,308,928",,NA,NA,,NA,,Maddison on-line
Turkey,2003,"68,109,469",,NA,NA,,NA,,Maddison on-line
Turkey,2004,"68,893,918",,NA,NA,,NA,,Maddison on-line
Turkey,2005,"69,660,559",,NA,NA,,NA,,Maddison on-line
Turkey,2006,"70,413,958",,NA,NA,,NA,,Maddison on-line
Turkey,2007,"71,158,647",,NA,NA,,NA,,Maddison on-line
Turkey,2008,"71,892,807",,NA,NA,,Temporal extrapolation,,Maddison on-line
Turkey,2030,"84,194,827",,NA,NA,,Temporal extrapolation,,Maddison on-line
Turkmenistan,1800,"367,215",5,Very poor,Arbitrary guess,,,,No data
Turkmenistan,1820,"367,215",,NA,NA,,Geographical interpolation,Very rough (more than 50 years),Maddison on-line
Turkmenistan,1950,"1,204,075",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1951,"1,226,498",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1952,"1,252,749",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1953,"1,282,640",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1954,"1,313,402",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1955,"1,347,774",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1956,"1,381,525",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1957,"1,425,659",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1958,"1,478,072",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1959,"1,530,083",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1960,"1,584,820",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1961,"1,644,416",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1962,"1,704,534",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1963,"1,765,175",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1964,"1,825,383",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1965,"1,882,148",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1966,"1,935,923",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1967,"1,994,131",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1968,"2,054,487",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1969,"2,116,408",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1970,"2,181,272",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1971,"2,246,710",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1972,"2,313,102",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1973,"2,379,578",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1974,"2,450,654",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1975,"2,523,906",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1976,"2,594,288",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1977,"2,663,744",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1978,"2,733,933",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1979,"2,804,142",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1980,"2,875,133",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1981,"2,946,676",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1982,"3,018,436",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1983,"3,091,431",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1984,"3,164,611",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1985,"3,240,472",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1986,"3,323,673",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1987,"3,410,704",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1988,"3,492,186",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1989,"3,573,704",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1990,"3,667,588",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1991,"3,760,644",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1992,"3,848,424",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1993,"3,933,744",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1994,"4,018,832",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1995,"4,101,998",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1996,"4,184,336",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1997,"4,267,070",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1998,"4,350,224",,NA,NA,,NA,,Maddison on-line
Turkmenistan,1999,"4,433,925",,NA,NA,,NA,,Maddison on-line
Turkmenistan,2000,"4,518,268",,NA,NA,,NA,,Maddison on-line
Turkmenistan,2001,"4,603,244",,NA,NA,,NA,,Maddison on-line
Turkmenistan,2002,"4,688,963",,NA,NA,,NA,,Maddison on-line
Turkmenistan,2003,"4,775,544",,NA,NA,,NA,,Maddison on-line
Turkmenistan,2004,"4,863,169",,NA,NA,,NA,,Maddison on-line
Turkmenistan,2005,"4,952,081",,NA,NA,,NA,,Maddison on-line
Turkmenistan,2006,"5,042,920",,NA,NA,,NA,,Maddison on-line
Turkmenistan,2007,"5,136,262",,NA,NA,,NA,,Maddison on-line
Turkmenistan,2008,"5,232,077",,NA,NA,,Temporal extrapolation,,Maddison on-line
Turkmenistan,2030,"7,582,777",,NA,NA,,Temporal extrapolation,,Maddison on-line
Turks and Caicos Islands,1800,"3,296",5,Very poor,Arbitrary guess,,,,no data
Turks and Caicos Islands,1820,"3,296",5,Very poor,NA,,Geographical extrapolation,"Very rough (more than 50 years, in several steps)",Maddison on-line
Turks and Caicos Islands,1871,"4,700",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Turks and Caicos Islands,1881,"4,700",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Turks and Caicos Islands,1891,"4,700",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Turks and Caicos Islands,1901,"5,300",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Turks and Caicos Islands,1911,"5,600",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Turks and Caicos Islands,1921,"5,500",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Turks and Caicos Islands,1943,"6,100",2,Good,Census or equivalent,,None,,Mitchell (1998 b)
Turks and Caicos Islands,1950,"5,037",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1951,"5,022",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1952,"5,030",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1953,"5,033",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1954,"5,066",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1955,"5,162",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1956,"5,269",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1957,"5,382",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1958,"5,508",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1959,"5,624",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1960,"5,726",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1961,"5,799",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1962,"5,842",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1963,"5,858",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1964,"5,842",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1965,"5,768",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1966,"5,686",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1967,"5,639",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1968,"5,609",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1969,"5,600",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1970,"5,617",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1971,"5,788",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1972,"5,960",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1973,"6,135",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1974,"6,308",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1975,"6,468",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1976,"6,651",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1977,"6,859",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1978,"7,049",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1979,"7,254",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1980,"7,465",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1981,"7,791",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1982,"8,149",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1983,"8,524",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1984,"8,911",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1985,"9,316",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1986,"9,733",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1987,"10,163",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1988,"10,610",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1989,"11,060",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1990,"11,514",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1991,"12,080",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1992,"12,655",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1993,"13,239",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1994,"13,832",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1995,"14,431",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1996,"15,036",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1997,"15,646",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1998,"16,262",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,1999,"16,881",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,2000,"17,502",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,2001,"18,122",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,2002,"18,738",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,2003,"19,350",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,2004,"19,956",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,2005,"20,556",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,2006,"21,152",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,2007,"21,746",,NA,NA,,NA,,Maddison on-line
Turks and Caicos Islands,2008,"22,336",,NA,NA,,Temporal extrapolation,,Maddison on-line
Turks and Caicos Islands,2030,"34,888",,NA,NA,,Temporal extrapolation,,Maddison on-line
Tuvalu,1800,"2,499",5,Very poor,Arbitrary guess,,,,No data
Tuvalu,1820,"2,499",,NA,NA,,Geographical interpolation,Very rough (more than 50 years),Maddison on-line
Tuvalu,1950,"4,676",,NA,NA,,NA,,Maddison on-line
Tuvalu,1951,"4,731",,NA,NA,,NA,,Maddison on-line
Tuvalu,1952,"4,788",,NA,NA,,NA,,Maddison on-line
Tuvalu,1953,"4,845",,NA,NA,,NA,,Maddison on-line
Tuvalu,1954,"4,903",,NA,NA,,NA,,Maddison on-line
Tuvalu,1955,"4,961",,NA,NA,,NA,,Maddison on-line
Tuvalu,1956,"5,020",,NA,NA,,NA,,Maddison on-line
Tuvalu,1957,"5,080",,NA,NA,,NA,,Maddison on-line
Tuvalu,1958,"5,141",,NA,NA,,NA,,Maddison on-line
Tuvalu,1959,"5,202",,NA,NA,,NA,,Maddison on-line
Tuvalu,1960,"5,264",,NA,NA,,NA,,Maddison on-line
Tuvalu,1961,"5,327",,NA,NA,,NA,,Maddison on-line
Tuvalu,1962,"5,391",,NA,NA,,NA,,Maddison on-line
Tuvalu,1963,"5,454",,NA,NA,,NA,,Maddison on-line
Tuvalu,1964,"5,513",,NA,NA,,NA,,Maddison on-line
Tuvalu,1965,"5,572",,NA,NA,,NA,,Maddison on-line
Tuvalu,1966,"5,633",,NA,NA,,NA,,Maddison on-line
Tuvalu,1967,"5,694",,NA,NA,,NA,,Maddison on-line
Tuvalu,1968,"5,755",,NA,NA,,NA,,Maddison on-line
Tuvalu,1969,"5,794",,NA,NA,,NA,,Maddison on-line
Tuvalu,1970,"5,815",,NA,NA,,NA,,Maddison on-line
Tuvalu,1971,"5,836",,NA,NA,,NA,,Maddison on-line
Tuvalu,1972,"5,857",,NA,NA,,NA,,Maddison on-line
Tuvalu,1973,"5,878",,NA,NA,,NA,,Maddison on-line
Tuvalu,1974,"6,015",,NA,NA,,NA,,Maddison on-line
Tuvalu,1975,"6,211",,NA,NA,,NA,,Maddison on-line
Tuvalu,1976,"6,471",,NA,NA,,NA,,Maddison on-line
Tuvalu,1977,"6,770",,NA,NA,,NA,,Maddison on-line
Tuvalu,1978,"7,034",,NA,NA,,NA,,Maddison on-line
Tuvalu,1979,"7,366",,NA,NA,,NA,,Maddison on-line
Tuvalu,1980,"7,490",,NA,NA,,NA,,Maddison on-line
Tuvalu,1981,"7,623",,NA,NA,,NA,,Maddison on-line
Tuvalu,1982,"7,766",,NA,NA,,NA,,Maddison on-line
Tuvalu,1983,"7,919",,NA,NA,,NA,,Maddison on-line
Tuvalu,1984,"8,080",,NA,NA,,NA,,Maddison on-line
Tuvalu,1985,"8,250",,NA,NA,,NA,,Maddison on-line
Tuvalu,1986,"8,427",,NA,NA,,NA,,Maddison on-line
Tuvalu,1987,"8,609",,NA,NA,,NA,,Maddison on-line
Tuvalu,1988,"8,794",,NA,NA,,NA,,Maddison on-line
Tuvalu,1989,"8,981",,NA,NA,,NA,,Maddison on-line
Tuvalu,1990,"9,168",,NA,NA,,NA,,Maddison on-line
Tuvalu,1991,"9,354",,NA,NA,,NA,,Maddison on-line
Tuvalu,1992,"9,537",,NA,NA,,NA,,Maddison on-line
Tuvalu,1993,"9,715",,NA,NA,,NA,,Maddison on-line
Tuvalu,1994,"9,888",,NA,NA,,NA,,Maddison on-line
Tuvalu,1995,"10,056",,NA,NA,,NA,,Maddison on-line
Tuvalu,1996,"10,219",,NA,NA,,NA,,Maddison on-line
Tuvalu,1997,"10,378",,NA,NA,,NA,,Maddison on-line
Tuvalu,1998,"10,534",,NA,NA,,NA,,Maddison on-line
Tuvalu,1999,"10,686",,NA,NA,,NA,,Maddison on-line
Tuvalu,2000,"10,838",,NA,NA,,NA,,Maddison on-line
Tuvalu,2001,"10,991",,NA,NA,,NA,,Maddison on-line
Tuvalu,2002,"11,146",,NA,NA,,NA,,Maddison on-line
Tuvalu,2003,"11,305",,NA,NA,,NA,,Maddison on-line
Tuvalu,2004,"11,468",,NA,NA,,NA,,Maddison on-line
Tuvalu,2005,"11,636",,NA,NA,,NA,,Maddison on-line
Tuvalu,2006,"11,810",,NA,NA,,NA,,Maddison on-line
Tuvalu,2007,"11,992",,NA,NA,,NA,,Maddison on-line
Tuvalu,2008,"12,181",,NA,NA,,Temporal extrapolation,,Maddison on-line
Tuvalu,2030,"16,762",,NA,NA,,Temporal extrapolation,,Maddison on-line
Uganda,1800,"2,101,397",5,Very poor,Arbitrary guess,,,,No data
Uganda,1820,"2,101,397",5,Very poor,NA,,Geographical interpolation,"Very rough (more than 50 years, involving many countries and some arbitrary assumptions)",Maddison on-line
Uganda,1911,"2,843,000",3,Fair,Informal census,,None,,Mitchell (1998 a)
Uganda,1921,"2,921,000",3,Fair,Informal census,,None,,Mitchell (1998 a)
Uganda,1931,"3,554,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Uganda,1948,"4,959,000",2,Good,Census or equivalent,,None,,Mitchell (1998 a)
Uganda,1950,"5,521,758",,NA,NA,,NA,,Maddison on-line
Uganda,1951,"5,670,970",,NA,NA,,NA,,Maddison on-line
Uganda,1952,"5,824,797",,NA,NA,,NA,,Maddison on-line
Uganda,1953,"5,983,396",,NA,NA,,NA,,Maddison on-line
Uganda,1954,"6,147,541",,NA,NA,,NA,,Maddison on-line
Uganda,1955,"6,317,454",,NA,NA,,NA,,Maddison on-line
Uganda,1956,"6,493,361",,NA,NA,,NA,,Maddison on-line
Uganda,1957,"6,675,501",,NA,NA,,NA,,Maddison on-line
Uganda,1958,"6,864,123",,NA,NA,,NA,,Maddison on-line
Uganda,1959,"7,059,486",,NA,NA,,NA,,Maddison on-line
Uganda,1960,"7,261,862",,NA,NA,,NA,,Maddison on-line
Uganda,1961,"7,471,533",,NA,NA,,NA,,Maddison on-line
Uganda,1962,"7,688,797",,NA,NA,,NA,,Maddison on-line
Uganda,1963,"7,913,960",,NA,NA,,NA,,Maddison on-line
Uganda,1964,"8,147,346",,NA,NA,,NA,,Maddison on-line
Uganda,1965,"8,389,294",,NA,NA,,NA,,Maddison on-line
Uganda,1966,"8,640,153",,NA,NA,,NA,,Maddison on-line
Uganda,1967,"8,900,294",,NA,NA,,NA,,Maddison on-line
Uganda,1968,"9,170,101",,NA,NA,,NA,,Maddison on-line
Uganda,1969,"9,449,977",,NA,NA,,NA,,Maddison on-line
Uganda,1970,"9,728,111",,NA,NA,,NA,,Maddison on-line
Uganda,1971,"9,983,229",,NA,NA,,NA,,Maddison on-line
Uganda,1972,"10,190,285",,NA,NA,,NA,,Maddison on-line
Uganda,1973,"10,385,004",,NA,NA,,NA,,Maddison on-line
Uganda,1974,"10,619,695",,NA,NA,,NA,,Maddison on-line
Uganda,1975,"10,890,181",,NA,NA,,NA,,Maddison on-line
Uganda,1976,"11,169,608",,NA,NA,,NA,,Maddison on-line
Uganda,1977,"11,457,758",,NA,NA,,NA,,Maddison on-line
Uganda,1978,"11,755,730",,NA,NA,,NA,,Maddison on-line
Uganda,1979,"12,032,167",,NA,NA,,NA,,Maddison on-line
Uganda,1980,"12,296,592",,NA,NA,,NA,,Maddison on-line
Uganda,1981,"12,595,972",,NA,NA,,NA,,Maddison on-line
Uganda,1982,"12,939,400",,NA,NA,,NA,,Maddison on-line
Uganda,1983,"13,321,200",,NA,NA,,NA,,Maddison on-line
Uganda,1984,"13,761,689",,NA,NA,,NA,,Maddison on-line
Uganda,1985,"14,225,933",,NA,NA,,NA,,Maddison on-line
Uganda,1986,"14,717,932",,NA,NA,,NA,,Maddison on-line
Uganda,1987,"15,283,050",,NA,NA,,NA,,Maddison on-line
Uganda,1988,"15,892,811",,NA,NA,,NA,,Maddison on-line
Uganda,1989,"16,500,123",,NA,NA,,NA,,Maddison on-line
Uganda,1990,"17,074,034",,NA,NA,,NA,,Maddison on-line
Uganda,1991,"17,651,716",,NA,NA,,NA,,Maddison on-line
Uganda,1992,"18,252,190",,NA,NA,,NA,,Maddison on-line
Uganda,1993,"18,903,138",,NA,NA,,NA,,Maddison on-line
Uganda,1994,"19,566,609",,NA,NA,,NA,,Maddison on-line
Uganda,1995,"20,094,075",,NA,NA,,NA,,Maddison on-line
Uganda,1996,"20,623,835",,NA,NA,,NA,,Maddison on-line
Uganda,1997,"21,210,254",,NA,NA,,NA,,Maddison on-line
Uganda,1998,"21,829,118",,NA,NA,,NA,,Maddison on-line
Uganda,1999,"22,535,846",,NA,NA,,NA,,Maddison on-line
Uganda,2000,"23,248,553",,NA,NA,,NA,,Maddison on-line
Uganda,2001,"23,970,202",,NA,NA,,NA,,Maddison on-line
Uganda,2002,"24,739,869",,NA,NA,,NA,,Maddison on-line
Uganda,2003,"25,556,448",,NA,NA,,NA,,Maddison on-line
Uganda,2004,"26,390,258",,NA,NA,,NA,,Maddison on-line
Uganda,2005,"27,269,482",,NA,NA,,NA,,Maddison on-line
Uganda,2006,"28,195,754",,NA,NA,,NA,,Maddison on-line
Uganda,2007,"29,170,398",,NA,NA,,NA,,Maddison on-line
Uganda,2008,"30,214,531",,NA,NA,,Temporal extrapolation,,Maddison on-line
Uganda,2030,"67,604,495",,NA,NA,,Temporal extrapolation,,Maddison on-line
Ukraine,1800,"11,215,490",5,Very poor,Arbitrary guess,,,,No data
Ukraine,1820,"11,215,490",,NA,NA,,Geographical interpolation,Very rough (more than 50 years),Maddison on-line
Ukraine,1950,"36,774,854",,NA,NA,,NA,,Maddison on-line
Ukraine,1951,"37,435,785",,NA,NA,,NA,,Maddison on-line
Ukraine,1952,"38,006,180",,NA,NA,,NA,,Maddison on-line
Ukraine,1953,"38,541,349",,NA,NA,,NA,,Maddison on-line
Ukraine,1954,"38,993,798",,NA,NA,,NA,,Maddison on-line
Ukraine,1955,"39,368,099",,NA,NA,,NA,,Maddison on-line
Ukraine,1956,"39,940,180",,NA,NA,,NA,,Maddison on-line
Ukraine,1957,"40,655,779",,NA,NA,,NA,,Maddison on-line
Ukraine,1958,"41,359,132",,NA,NA,,NA,,Maddison on-line
Ukraine,1959,"42,006,030",,NA,NA,,NA,,Maddison on-line
Ukraine,1960,"42,644,035",,NA,NA,,NA,,Maddison on-line
Ukraine,1961,"43,195,765",,NA,NA,,NA,,Maddison on-line
Ukraine,1962,"43,697,245",,NA,NA,,NA,,Maddison on-line
Ukraine,1963,"44,255,938",,NA,NA,,NA,,Maddison on-line
Ukraine,1964,"44,785,626",,NA,NA,,NA,,Maddison on-line
Ukraine,1965,"45,234,869",,NA,NA,,NA,,Maddison on-line
Ukraine,1966,"45,673,640",,NA,NA,,NA,,Maddison on-line
Ukraine,1967,"46,111,262",,NA,NA,,NA,,Maddison on-line
Ukraine,1968,"46,510,301",,NA,NA,,NA,,Maddison on-line
Ukraine,1969,"46,871,405",,NA,NA,,NA,,Maddison on-line
Ukraine,1970,"47,235,697",,NA,NA,,NA,,Maddison on-line
Ukraine,1971,"47,637,239",,NA,NA,,NA,,Maddison on-line
Ukraine,1972,"48,026,627",,NA,NA,,NA,,Maddison on-line
Ukraine,1973,"48,367,002",,NA,NA,,NA,,Maddison on-line
Ukraine,1974,"48,676,939",,NA,NA,,NA,,Maddison on-line
Ukraine,1975,"48,973,428",,NA,NA,,NA,,Maddison on-line
Ukraine,1976,"49,233,524",,NA,NA,,NA,,Maddison on-line
Ukraine,1977,"49,453,675",,NA,NA,,NA,,Maddison on-line
Ukraine,1978,"49,642,987",,NA,NA,,NA,,Maddison on-line
Ukraine,1979,"49,835,012",,NA,NA,,NA,,Maddison on-line
Ukraine,1980,"50,046,649",,NA,NA,,NA,,Maddison on-line
Ukraine,1981,"50,235,677",,NA,NA,,NA,,Maddison on-line
Ukraine,1982,"50,397,455",,NA,NA,,NA,,Maddison on-line
Ukraine,1983,"50,573,066",,NA,NA,,NA,,Maddison on-line
